Adsorbent,Pollutant,SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,50,2.5,49.70736239
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.667995296
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,20,2.5,13.53007591
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,50,2.5,50.31371592
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,169.1261152
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,20,2.5,264.6180351
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,30,2.5,288.7610965
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,40,2.5,283.5847298
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,50,2.5,333.3972419
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,170.2373468
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,20,2.5,290.3263091
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,30,2.5,263.6544684
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,40,2.5,274.8235518
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,50,2.5,344.7106493
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,169.4965645
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,20,2.5,272.2879743
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,30,2.5,275.3708716
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,40,2.5,286.9405099
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,50,2.5,334.1620854
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,40,2.5,11.30946322
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,50,2.5,40.29400243
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,40,2.5,12.73188661
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,50,2.5,40.58961248
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,40,2.5,12.02067491
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,50,2.5,40.44180745
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,44.3942021
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,20,2.5,90.07812481
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,30,2.5,100.2947486
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,40,2.5,126.2564842
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,50,2.5,154.6242052
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,41.84471924
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,20,2.5,87.10479473
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,30,2.5,97.44497906
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,40,2.5,108.0982491
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,50,2.5,141.5691201
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,43.11946067
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,20,2.5,88.59145977
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,30,2.5,98.86986382
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,40,2.5,117.1773667
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,50,2.5,148.0966626
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,13.74149843
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,11.8519107
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,7.389467848
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,13.76034719
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,11.82189231
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,7.796112294
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,14.62355038
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,10.49916344
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,8.987423448
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,129.2360257
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,122.3850267
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,115.6095972
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,130.2866693
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,123.2316499
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,116.1012356
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,129.2424831
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,122.33232
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,115.6961619
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,14.63689062
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,16.42549742
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,16.0771574
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,13.93427859
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,15.65796298
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,16.78020884
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,13.94504406
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,14.92118705
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,15.61951486
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,158.7014677
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,165.2096369
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,167.7576491
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,158.8919507
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,164.8251556
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,167.1623622
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,157.862969
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,164.6965192
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,166.7869987
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,8.1913563
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.994145176
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,6.273473763
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,8.080806475
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.884990301
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,5.545135246
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,3,298.15,10,2.5,7.951773556
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.895975536
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,11,298.15,10,2.5,4.959779152
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,110.4110604
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,101.8624552
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,90.93214634
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,109.7997234
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,100.2661087
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,89.42926157
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,3,298.15,10,2.5,110.073308
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,102.1571385
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,11,298.15,10,2.5,90.40747059
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,5.930440861
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,9.884849066
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,13.14526187
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,6.007648725
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,9.882573097
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,13.54670775
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,6.058595411
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,9.756344368
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,13.33591802
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,114.3677475
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,129.2298236
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,148.0781714
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,114.8913954
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,130.0791101
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,146.6800263
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,113.8391975
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,129.1769511
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,147.3854016
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,4.626336767
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.771390401
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,12.01736274
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,4.465413616
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.767725485
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,10.82426583
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,4.38323064
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.324714822
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,12.10520967
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,146.6038687
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,162.2542837
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,169.7371547
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,146.1541945
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,162.5142707
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,169.7427076
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,146.2820224
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,162.1743219
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,169.9620473
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,0.363227257
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,2.63698768
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,5.251414811
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,0.384242984
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,2.719637768
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,4.732026119
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,288.15,10,2.5,0.926413431
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,2.41870668
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,4.574496465
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,84.73130645
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,104.7075501
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,123.9752634
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,81.53055818
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,104.7116119
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,124.7812784
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,288.15,10,2.5,84.01959736
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,104.899164
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,122.6074751
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,17.26220161
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,17.05765771
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,16.95660744
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,116.9747358
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,117.9958845
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,117.0965546
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,16.42549742
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,17.63529515
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,17.11822279
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,165.3194887
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,165.2645628
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,165.2457781
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,8.046455819
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,7.048020016
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,308.15,10,2.5,6.797452036
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,87.9129504
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,88.06029205
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,308.15,10,2.5,89.95132179
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,6.853849048
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.028374561
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.91128056
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,13.31827406
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,13.5695908
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,6.806727159
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,9.126171231
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,13.03344842
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,13.14374855
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,13.468366
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,6.738313158
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,8.799633996
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.93833202
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,13.2310113
GCRB,ALA,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,13.5189784
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,122.3850267
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,128.588536
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,137.131909
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,138.209255
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,139.2291821
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,123.2316499
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,129.0585333
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,137.2566947
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,138.6551677
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,141.1664153
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,122.33232
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,128.8235347
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,135.9472298
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,138.4322113
GCRB-N,ALA,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,140.1977987
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,6.843434392
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,10.27659566
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,14.41125889
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,14.9079345
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,15.26406076
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.113669381
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,9.840915293
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,14.85950043
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,14.9079345
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,15.26100534
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,6.601716663
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,11.19039278
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,14.80959522
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,14.98975188
GCRB,DIU,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,15.14931274
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,163.5336704
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,167.0461595
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,171.9494308
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,174.7417458
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,175.7228754
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,162.6669494
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,168.0657647
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,171.8834563
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,173.6520923
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,174.7657365
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,163.4521926
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,167.5559621
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,171.9164435
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,174.1969191
GCRB-N,DIU,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,175.244306
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,3.477146772
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,5.982029114
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,10.63086752
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.26178625
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.94583604
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,3.738165773
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,6.923677661
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,11.82417439
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.8477289
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.73666081
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,3.693522523
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,7.074168616
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,11.22752096
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.55475757
GCRB,SIM,3.8,5.59,0.014,83.5,0.044,0.08502994,7,298.15,10,2.5,12.84124843
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,93.6377077
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,99.48483597
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,113.8856342
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,118.2224187
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,119.8674961
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,93.56231268
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,102.5915646
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,114.640457
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,119.4144279
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,120.8167404
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,94.40823784
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,101.0382003
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,114.2630456
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,118.8184233
GCRB-N,SIM,405.33,3.05,0.293,82.9,0.043,0.059107358,7,298.15,10,2.5,120.3421183
PSB,CAR,93.9,3.8,0.04,86.6,0.03,0.062355658,7,298.15,10.35,1,7.540077729
